Item No,Name,kW,Poles,Inertia PN,Inertia Size,Standard Spring PN,Standard Spring,50mm Static Spring PN,50mm Spring,Qty Springs,Pump List,Pump Nett,IP-56 List,IP-56 Nett,IP-66 List,IP-66 Nett,Inertia Nett,Crossbar Nett,Standard Spring Nett,50mm Spring Nett
99801105,NBG 100-65-200/198,22,2,98327389,1200 x 800 x 200,91338018,CLM-97,93176762,CDM-521,4,9039,4519.5,,,,,663.42,284.76,153.3,668.94
99801122,NBG 125-80-160/167,22,2,98327389,1200 x 800 x 200,91338018,CLM-97,93176762,CDM-521,4,10224,5112,866,433,,,663.42,284.76,153.3,668.94
99796421,NBG 65-40-250/255,22,2,98327389,1200 x 800 x 200,91338018,CLM-97,93176762,CDM-521,4,8969,4484.5,,,,,663.42,284.76,153.3,668.94
99801091,NBG 80-50-250/233,22,2,98327389,1200 x 800 x 200,91338018,CLM-97,93176762,CDM-521,4,9251,4625.5,,,,,663.42,284.76,153.3,668.94
99801301,NBG 80-50-315/344,11,4,98327389,1200 x 800 x 200,91338018,CLM-97,93176762,CDM-521,4,9499,4749.5,,,,,663.42,284.76,153.3,668.94
99801318,NBG 100-65-315/320,15,4,98327389,1200 x 800 x 200,91338018,CLM-97,93176762,CDM-521,4,9411,4705.5,,,,,663.42,284.76,153.3,668.94
99801355,NBG 125-100-250/274,15,4,98327389,1200 x 800 x 200,91338018,CLM-97,93176762,CDM-521,4,10577,5288.5,1318,659,,,663.42,284.76,153.3,668.94
99801354,NBG 125-100-250/245,11,4,98327389,1200 x 800 x 200,91338018,CLM-97,93176762,CDM-521,4,9914,4957,,,,,663.42,284.76,153.3,668.94
99801317,NBG 100-65-315/314,11,4,98327389,1200 x 800 x 200,91338018,CLM-97,93176762,CDM-521,4,8987,4493.5,466.74,233.37,,,663.42,284.76,153.3,668.94
99801124,NBG 125-80-200/171,22,2,98327389,1200 x 800 x 200,91338018,CLM-97,93176762,CDM-521,4,9014,4507,,,,,663.42,284.76,153.3,668.94
99801136,NBG 125-100-160/167,22,2,98327389,1200 x 800 x 200,91338018,CLM-97,93176762,CDM-521,4,12900,6450,,,,,663.42,284.76,153.3,668.94
99801367,NBG 150-125-200/226,15,4,98327389,1200 x 800 x 200,91338018,CLM-97,93176762,CDM-521,4,9661,4830.5,,,,,663.42,284.76,153.3,668.94
99801352,NBG 125-100-200/219,11,4,99051550,1500 x 800 x 225,91338019,CLM-98,0,CDM-53,4,8423,4211.5,,,,,741.99,284.76,153.3,668.94
99801339,NBG 125-80-315/305,15,4,98327389,1200 x 800 x 200,91338018,CLM-97,93176762,CDM-521,4,10906,5453,,,,,663.42,284.76,153.3,668.94
99801366,NBG 150-125-200/219,11,4,98327389,1200 x 800 x 200,91338018,CLM-97,93176762,CDM-521,4,9140,4570,,,,,663.42,284.76,153.3,668.94
99801369,NBG 150-125-250/236,15,4,98327389,1200 x 800 x 200,91338018,CLM-97,93176762,CDM-521,4,10063,5031.5,,,,,663.42,284.76,153.3,668.94
99801338,NBG 125-80-315/280,11,4,98327389,1200 x 800 x 200,91338018,CLM-97,93176762,CDM-521,4,10427,5213.5,,,,,663.42,284.76,153.3,668.94
99801337,NBG 125-80-250/270,11,4,92513065,1100 x 800 x 150,91338016,CLM-96,93176760,CWDM-38,4,8662,4331,,,,,610.6,284.76,135.26,$288.61
99801368,NBG 150-125-250/220,11,4,98327389,1200 x 800 x 200,91338018,CLM-97,93176762,CDM-521,4,9652,4826,,,,,663.42,284.76,153.3,668.94
99801356,NBG 125-100-315/279,15,4,98327389,1200 x 800 x 200,91338018,CLM-97,93176762,CDM-521,4,11583,5791.5,,,,,663.42,284.76,153.3,668.94
99796423,NBG 65-40-315/273,22,2,98327389,1200 x 800 x 200,91338018,CLM-97,93176762,CDM-521,4,10634,5317,,,,,663.42,284.76,153.3,668.94
99817787,NBG 100-65-200/217,30,2,99051550,1500 x 800 x 225,91338019,CLM-98,0,CDM-53,4,10638,5319,,,,,741.99,284.76,153.3,668.94
99796422,NBG 65-40-250/260,30,4,99051550,1500 x 800 x 225,91338019,CLM-98,0,CDM-53,4,10047,5023.5,,,,,741.99,284.76,153.3,668.94
99801123,NBG 125-80-160/177,30,4,99051550,1500 x 800 x 225,91338019,CLM-98,0,CDM-53,4,12515,6257.5,,,,,741.99,284.76,153.3,668.94
99801385,NBG 200-150-250/226-214,15,4,99051550,1500 x 800 x 225,91338019,CLM-98,0,CDM-53,4,13406,6703,,,,,741.99,284.76,153.3,668.94
99801340,NBG 125-80-315/320,18.5,4,99051550,1500 x 800 x 225,91338019,CLM-98,0,CDM-53,4,11729,5864.5,,,,,741.99,284.76,153.3,668.94
99801092,NBG 80-50-250/254,30,2,99051550,1500 x 800 x 225,91338019,CLM-98,0,CDM-53,4,10657,5328.5,,,,,741.99,284.76,153.3,668.94
99801107,NBG 100-65-200/219,37,4,99051550,1500 x 800 x 225,91338019,CLM-98,0,CDM-53,4,10863,5431.5,,,,,741.99,284.76,153.3,668.94
99801125,NBG 125-80-200/188,30,2,99051550,1500 x 800 x 225,91338019,CLM-98,0,CDM-53,4,10460,5230,,,,,741.99,284.76,153.3,668.94
99801357,NBG 125-100-315/295,18.5,4,99051550,1500 x 800 x 225,91338019,CLM-98,0,CDM-53,4,12333,6166.5,,,,,741.99,284.76,153.3,668.94
99801370,NBG 150-125-250/249,18.5,4,99051550,1500 x 800 x 225,91338019,CLM-98,0,CDM-53,4,11121,5560.5,,,,,741.99,284.76,153.3,668.94
99801137,NBG 125-100-160/176,30,4,99051550,1500 x 800 x 225,91338019,CLM-98,0,CDM-53,4,14073,7036.5,,,,,741.99,284.76,153.3,668.94
99801093,NBG 80-50-250/263,37,4,99051550,1500 x 800 x 225,91338019,CLM-98,0,CDM-53,4,11243,5621.5,,,,,741.99,284.76,153.3,668.94
99801138,NBG 125-100-200/170,30,2,99051550,1500 x 800 x 225,91338019,CLM-98,0,CDM-53,4,11060,5530,,,,,741.99,284.76,153.3,668.94
99801108,NBG 100-65-250/223,30,2,99051550,1500 x 800 x 225,91338019,CLM-98,0,CDM-53,4,10714,5357,,,,,741.99,284.76,153.3,668.94
99801126,NBG 125-80-200/200,37,2,99051550,1500 x 800 x 225,91338019,CLM-98,0,CDM-53,4,11619,5809.5,,,,,741.99,284.76,153.3,668.94
99796424,NBG 65-40-315/298,30,2,99051550,1500 x 800 x 225,91338019,CLM-98,0,CDM-53,4,11628,5814,,,,,741.99,284.76,153.3,668.94
99801139,NBG 125-100-200/181,37,2,99051550,1500 x 800 x 225,91338019,CLM-98,0,CDM-53,4,11345,5672.5,,,,,741.99,284.76,153.3,668.94
99801094,NBG 80-50-315/267,30,2,99051550,1500 x 800 x 225,91338019,CLM-98,0,CDM-53,4,10671,5335.5,,,,,741.99,284.76,153.3,668.94
99801109,NBG 100-65-250/238,37,2,99051550,1500 x 800 x 225,91338019,CLM-98,0,CDM-53,4,11440,5720,,,,,741.99,284.76,153.3,668.94
99801342,NBG 125-80-400/347,18.5,4,99051550,1500 x 800 x 225,91338019,CLM-98,0,CDM-53,4,15647,7823.5,,,,,741.99,284.76,153.3,668.94
99801386,NBG 200-150-250/230,18.5,4,99051550,1500 x 800 x 225,91338019,CLM-98,0,CDM-53,4,14297,7148.5,,,,,741.99,284.76,153.3,668.94
99801373,NBG 150-125-315/275,18.5,4,99051550,1500 x 800 x 225,91338019,CLM-98,0,CDM-53,4,12121,6060.5,,,,,741.99,284.76,153.3,668.94
99796425,NBG 65-40-315/318,37,2,99051550,1500 x 800 x 225,91338019,CLM-98,0,CDM-53,4,12524,6262,,,,,741.99,284.76,153.3,668.94
99801384,NBG 200-150-200/218-208,11,4,99051550,1500 x 800 x 225,91338019,CLM-98,0,CDM-53,4,10488,5244,,,,,741.99,284.76,153.3,668.94
99801095,NBG 80-50-315/285,37,2,99051550,1500 x 800 x 225,91338019,CLM-98,0,CDM-53,4,11632,5816,,,,,741.99,284.76,153.3,668.94
99801341,NBG 125-80-315/334,22,4,99051550,1500 x 800 x 225,91338019,CLM-98,0,CDM-53,4,12312,6156,1166,583,,,741.99,284.76,153.3,668.94
99801358,NBG 125-100-315/312,22,4,99051550,1500 x 800 x 225,91338019,CLM-98,0,CDM-53,4,12840,6420,,,,,741.99,284.76,153.3,668.94
99801371,NBG 150-125-250/262,22,4,99051550,1500 x 800 x 225,91338019,CLM-98,0,CDM-53,4,11564,5782,946,473,,,741.99,284.76,153.3,668.94
99801343,NBG 125-80-400/365,22,4,99051550,1500 x 800 x 225,91338019,CLM-98,0,CDM-53,4,16034,8017,,,,,741.99,284.76,153.3,668.94
99801387,NBG 200-150-250/242,22,4,99051550,1500 x 800 x 225,91338019,CLM-98,0,CDM-53,4,14844,7422,,,,,741.99,284.76,153.3,668.94
99801374,NBG 150-125-315/290,22,4,99051550,1500 x 800 x 225,91338019,CLM-98,0,CDM-53,4,12763,6381.5,,,,,741.99,284.76,153.3,668.94
99801359,NBG 125-100-400/334,22,4,99051550,1500 x 800 x 225,91338019,CLM-98,0,CDM-53,4,14818,7409,,,,,741.99,284.76,153.3,668.94
99801372,NBG 150-125-250/269,30,4,99051550,1500 x 800 x 225,91338019,CLM-98,0,CDM-53,4,13817,6908.5,,,,,741.99,284.76,153.3,668.94
99817807,NBG 125-100-315/334,30,4,99051550,1500 x 800 x 225,91338019,CLM-98,0,CDM-53,4,14032,7016,798,399,,,741.99,284.76,153.3,668.94
99801375,NBG 150-125-315/317,30,4,98299752,1500 x 900 x 300,91338020,CLM-99,0,CDM-531,4,13624,6812,,,,,824.44,284.76,153.3,717.41
99801388,NBG 200-150-250/262,30,4,98299752,1500 x 900 x 300,91338020,CLM-99,0,CDM-531,4,17160,8580,,,,,824.44,284.76,153.3,717.41
99801344,NBG 125-80-400/397,30,4,98299752,1500 x 900 x 300,91338020,CLM-99,0,CDM-531,4,17674,8837,,,,,824.44,284.76,153.3,717.41
99801360,NBG 125-100-400/360,30,4,98299752,1500 x 900 x 300,91338020,CLM-99,0,CDM-531,4,16839,8419.5,,,,,824.44,284.76,153.3,717.41
99801127,NBG 125-80-200/211,45,2,98299752,1500 x 900 x 300,91338020,CLM-99,0,CDM-531,4,13028,6514,,,,,824.44,284.76,153.3,717.41
99801140,NBG 125-100-200/192,45,2,98299752,1500 x 900 x 300,91338020,CLM-99,0,CDM-531,4,15395,7697.5,,,,,824.44,284.76,153.3,717.41
99801110,NBG 100-65-250/251,45,2,98299752,1500 x 900 x 300,91338020,CLM-99,0,CDM-531,4,13984,6992,,,,,824.44,284.76,153.3,717.41
99801129,NBG 125-80-250/220,45,2,98299752,1500 x 900 x 300,91338020,CLM-99,0,CDM-531,4,14942,7471,,,,,824.44,284.76,153.3,717.41
99796426,NBG 65-40-315/336,45,2,98299752,1500 x 900 x 300,91338020,CLM-99,0,CDM-531,4,14017,7008.5,,,,,824.44,284.76,153.3,717.41
99801096,NBG 80-50-315/300,45,2,98299752,1500 x 900 x 300,91338020,CLM-99,0,CDM-531,4,12865,6432.5,,,,,824.44,284.76,153.3,717.41
99801345,NBG 125-80-400/419,37,4,98299752,1500 x 900 x 300,91338021,CLM-100,0,CDM-55,4,21579,10789.5,,,,,824.44,284.76,153.3,717.41
99801376,NBG 150-125-315/336,37,4,98299752,1500 x 900 x 300,91338021,CLM-100,0,CDM-55,4,15197,7598.5,,,,,824.44,284.76,153.3,717.41
99801389,NBG 200-150-250/275,37,4,98299752,1500 x 900 x 300,91338021,CLM-100,0,CDM-55,4,19063,9531.5,,,,,824.44,284.76,153.3,717.41
99801346,NBG 125-80-400/438,45,4,98299752,1500 x 900 x 300,91338021,CLM-100,0,CDM-55,4,21162,10581,,,,,824.44,284.76,153.3,717.41
99801361,NBG 125-100-400/375,37,4,98299752,1500 x 900 x 300,91338021,CLM-100,0,CDM-55,4,20210,10105,,,,,824.44,284.76,153.3,717.41
99801145,NBG 150-125-200/176-154,45,4,98299752,1500 x 900 x 300,91338021,CLM-100,0,CDM-55,4,14656,7328,,,,,824.44,284.76,153.3,717.41
99801377,NBG 150-125-315/338,45,4,98299752,1500 x 900 x 300,91338021,CLM-100,0,CDM-55,4,18142,9071,,,,,824.44,284.76,153.3,717.41
99801128,NBG 125-80-200/222,55,4,98299752,1500 x 900 x 300,91338021,CLM-100,0,CDM-55,4,19274,9637,,,,,824.44,284.76,153.3,717.41
99801390,NBG 200-150-250/282,45,4,98299752,1500 x 900 x 300,91338021,CLM-100,0,CDM-55,4,20626,10313,,,,,824.44,284.76,153.3,717.41
99817789,NBG 125-100-200/203,55,2,TBA,2100 x 1000 x 300,91338020,CLM-99,0,CDM-531,6,16023,8011.5,,,,,0,427.14,153.3,717.41
99801378,NBG 150-125-400/345,37,4,TBA,2100 x 1000 x 300,91338020,CLM-99,0,CDM-531,6,18573,9286.5,,,,,0,427.14,153.3,717.41
99801362,NBG 125-100-400/395,45,4,TBA,2100 x 1000 x 300,91338020,CLM-99,0,CDM-531,6,20502,10251,,,,,0,427.14,153.3,717.41
99801111,NBG 100-65-250/269,55,2,TBA,2100 x 1000 x 300,91338020,CLM-99,0,CDM-531,6,15635,7817.5,,,,,0,427.14,153.3,717.41
99801130,NBG 125-80-250/234,55,2,TBA,2100 x 1000 x 300,91338020,CLM-99,0,CDM-531,6,16321,8160.5,,,,,0,427.14,153.3,717.41
99801097,NBG 80-50-315/321,55,2,TBA,2100 x 1000 x 300,91338020,CLM-99,0,CDM-531,6,16050,8025,,,,,1100,427.14,153.3,717.41
99801142,NBG 125-100-250/205,55,2,,#N/A,#N/A,#N/A,#N/A,#N/A,0,20730,10365,,,,,#N/A,0,#N/A,#N/A
99801379,NBG 150-125-400/368,45,4,TBA,2100 x 1000 x 300,91338020,CLM-99,0,CDM-531,6,20167,10083.5,,,,,1100,427.14,153.3,717.41
99801113,NBG 100-65-315/272,55,2,TBA,2100 x 1000 x 300,91338020,CLM-99,0,CDM-531,6,18067,9033.5,,,,,1100,427.14,153.3,717.41
99801146,NBG 150-125-200/196-166,55,2,TBA,2100 x 1000 x 300,91338020,CLM-99,0,CDM-531,6,17638,8819,,,,,1100,427.14,153.3,717.41
99801143,NBG 125-100-250/229,75,2,TBA,2100 x 1000 x 300,91338020,CLM-99,0,CDM-531,6,23452,11726,,,,,1100,427.14,153.3,717.41
99801391,NBG 200-150-315/275,37,4,TBA,2100 x 1000 x 300,91338020,CLM-99,0,CDM-531,6,22752,11376,,,,,1100,427.14,153.3,717.41
99801141,NBG 125-100-200/219,75,4,TBA,2100 x 1000 x 300,91338020,CLM-99,0,CDM-531,6,19208,9604,,,,,1100,427.14,153.3,717.41
99801112,NBG 100-65-250/270,75,4,TBA,2100 x 1000 x 300,91338020,CLM-99,0,CDM-531,6,18906,9453,,,,,1100,427.14,153.3,717.41
99801132,NBG 125-80-250/257,75,2,TBA,2100 x 1000 x 300,91338020,CLM-99,0,CDM-531,6,20052,10026,,,,,1100,427.14,153.3,717.41
99801392,NBG 200-150-315/291,45,4,TBA,2100 x 1000 x 300,91338020,CLM-99,0,CDM-531,6,24205,12102.5,,,,,1100,427.14,153.3,717.41
99801114,NBG 100-65-315/295,75,2,TBA,2100 x 1000 x 300,91338020,CLM-99,0,CDM-531,6,21388,10694,,,,,1100,427.14,153.3,717.41
99801147,NBG 150-125-200/205,75,2,TBA,2100 x 1000 x 300,91338020,CLM-99,0,CDM-531,6,19884,9942,,,,,1100,427.14,153.3,717.41
99801363,NBG 125-100-400/415,55,4,TBA,2100 x 1000 x 300,91338020,CLM-99,0,CDM-531,6,22856,11428,1016,508,,,1100,427.14,153.3,717.41
99801380,NBG 150-125-400/392,55,4,TBA,2100 x 1000 x 300,91338020,CLM-99,0,CDM-531,6,20808,10404,,,,,1100,427.14,153.3,717.41
99801150,NBG 200-150-200/216-176,75,2,TBA,2100 x 1000 x 300,91338020,CLM-99,0,CDM-531,6,22003,11001.5,,,,,1100,427.14,153.3,717.41
99801393,NBG 200-150-315/310,55,4,TBA,2100 x 1000 x 300,91338020,CLM-99,0,CDM-531,6,24477,12238.5,1237,618.5,,,1100,427.14,153.3,717.41
99801381,NBG 150-125-400/433,75,4,TBA,2100 x 1000 x 300,91338020,CLM-99,0,CDM-531,6,26625,13312.5,,,,,1100,427.14,153.3,717.41
99801394,NBG 200-150-315/336,75,4,TBA,2100 x 1000 x 300,91338020,CLM-99,0,CDM-531,6,27347,13673.5,,,,,1100,427.14,153.3,717.41
99801395,NBG 200-150-400/343,55,4,TBA,2100 x 1000 x 300,91338020,CLM-99,0,CDM-531,6,31266,15633,,,,,1100,427.14,153.3,717.41
99801396,NBG 200-150-400/375,75,4,TBA,2100 x 1000 x 300,91338020,CLM-99,0,CDM-531,6,32311,16155.5,,,,,1100,427.14,153.3,717.41
99801133,NBG 125-80-250/270,90,4,TBA,2100 x 1000 x 300,91338021,CLM-100,0,CDM-55,6,22435,11217.5,,,,,1100,427.14,153.3,717.41
99801115,NBG 100-65-315/308,90,2,TBA,2100 x 1000 x 300,91338021,CLM-100,0,CDM-55,6,24179,12089.5,,,,,1100,427.14,153.3,717.41
99801144,NBG 125-100-250/242,90,2,TBA,2100 x 1000 x 300,91338021,CLM-100,0,CDM-55,6,26062,13031,,,,,1100,427.14,153.3,717.41
99801134,NBG 125-80-315/278,90,2,TBA,2100 x 1000 x 300,91338021,CLM-100,0,CDM-55,6,24887,12443.5,,,,,1100,427.14,153.3,717.41
99801148,NBG 150-125-200/219,90,4,TBA,2100 x 1000 x 300,91338021,CLM-100,0,CDM-55,6,22120,11060,,,,,1100,427.14,153.3,717.41
99801149,NBG 150-125-250/221,90,2,TBA,2100 x 1000 x 300,91338021,CLM-100,0,CDM-55,6,22754,11377,,,,,1100,427.14,153.3,717.41
99801151,NBG 200-150-200/218-202,90,2,,#N/A,91338019,CLM-98,0,CDM-53,4,24260,12130,,,,,#N/A,284.76,153.3,668.94
99801382,NBG 150-125-400/438,90,4,,#N/A,91338019,CLM-98,0,CDM-53,4,28144,14072,,,,,#N/A,284.76,153.3,668.94
99801397,NBG 200-150-400/394,90,4,,#N/A,#N/A,#N/A,#N/A,#N/A,0,33294,16647,,,,,#N/A,0,#N/A,#N/A
99801290,NBG 65-50-160/177,1.1,2,98336369,800 x 630 x 125,92932672,CSM-14,93176749,CWDM-36,4,3961,1980.5,,,,,565.52,284.76,59.52,$288.58
99801306,NBG 80-65-160/177,2.2,2,98336369,800 x 630 x 125,92932672,CSM-14,93176749,CWDM-36,4,4259,2129.5,,,,,565.52,284.76,59.52,$288.58
99801383,NBG 200-150-200/210-158,7.5,4,98327389,1200 x 800 x 200,91338018,CLM-97,93176762,CDM-521,4,9994,4997,,,,,663.42,284.76,153.3,668.94
99801273,NBG 50-32-160/173,0.75,4,98336369,800 x 630 x 125,92932672,CSM-14,93176749,CWDM-36,4,3588,1794,,,,,565.52,284.76,59.52,$288.58
